Id,SalePrice
1461,129107
1462,152697
1463,185085.17
1464,179406.5
1465,197498.51
1466,185634.8
1467,167685.44
1468,174661.3
1469,183296.86
1470,127116.1
1471,196483.48
1472,98437
1473,95122
1474,152662
1475,156123.45
1476,369599.32
1477,250251.71
1478,308183.09
1479,248127.78
1480,472668.45
1481,298484.68
1482,208418.65
1483,176548.42
1484,185694.73
1485,174795.46
1486,200299.62
1487,334135.02
1488,240510.43
1489,212690.63
1490,197259.32
1491,191475.9
1492,97261
1493,173735.82
1494,294841.51
1495,294858.07
1496,236736.66
1497,193819.79
1498,153993.49
1499,154354.08
1500,149257.08
1501,171774.19
1502,173311.41
1503,291741.3
1504,230484.72
1505,216477
1506,185458.74
1507,208770.5
1508,198388.82
1509,165283.5
1510,154192.25
1511,155790.22
1512,180085
1513,142540.91
1514,155260.34
1515,188221.52
1516,158827
1517,153072.25
1518,136226.82
1519,227356.88
1520,138730
1521,144984
1522,160598
1523,115693.96
1524,122976.42
1525,123028.81
1526,131351
1527,103262.4
1528,127936.68
1529,152008.5
1530,171624.5
1531,135048.75
1532,107290.5
1533,149198.46
1534,115330.8
1535,145085.26
1536,120119.76
1537,76556.44
1538,185942.39
1539,239594.77
1540,113540.5
1541,146228.85
1542,141607.34
1543,226818.85
1544,83207.61
1545,100725.3
1546,119968
1547,148708.25
1548,136259.59
1549,109886.69
1550,144141
1551,115939.58
1552,153575.32
1553,136229.37
1554,110241.61
1555,163509.5
1556,101366.74
1557,137580.66
1558,91441.97
1559,118619.84
1560,148392.38
1561,147467.34
1562,126205
1563,126560.83
1564,163085.14
1565,156626.18
1566,191566.58
1567,80432.19
1568,224708.74
1569,146264.09
1570,128261
1571,129763.68
1572,146479.25
1573,244562.44
1574,127452.77
1575,210811.7
1576,213469.24
1577,210800.53
1578,149510.88
1579,143703.7
1580,189852
1581,137472
1582,130288
1583,335893.44
1584,237694.27
1585,142272.5
1586,76699.93
1587,102072.34
1588,152414.49
1589,104807.49
1590,136807.12
1591,107151.85
1592,123935.73
1593,112664.55
1594,131560.93
1595,123938
1596,240339.09
1597,163603.7
1598,181054.06
1599,210472.22
1600,192433.13
1601,75815.88
1602,104563.12
1603,95009.73
1604,286815.7
