Id,SalePrice
1461,125323.8604
1462,167321.5415
1463,184674.5269
1464,203227.3762
1465,189905.0203
1466,173697.6116
1467,178600.1288
1468,160823.0796
1469,191443.4492
1470,121692.5121
1471,174116.8363
1472,104674.0288
1473,102334.0901
1474,156676.7284
1475,149583.9895
1476,365944.2093
1477,260942.8142
1478,277598.0698
1479,293377.5412
1480,413610.4368
1481,347256.5097
1482,198398.661
1483,178168.6716
1484,160314.9356
1485,178763.8054
1486,196157.4613
1487,310503.585
1488,229367.5106
1489,203087.7165
1490,243288.0766
1491,191607.9332
1492,99773.43313
1493,171486.7422
1494,226538.7321
1495,279775.9307
1496,226719.952
1497,179275.7815
1498,162108.5499
1499,161365.8863
1500,160578.4686
1501,184537.8085
1502,156435.8996
1503,169666.4004
1504,243014.7005
1505,231702.2403
1506,201368.4874
1507,264432.5958
1508,206687.3099
1509,168720.6815
1510,146231.3474
1511,149298.2164
1512,172831.4067
1513,142807.5453
1514,143672.5401
1515,190462.3229
1516,152279.4971
1517,166827.6918
1518,120950.6538
1519,227628.5067
1520,132070.7576
1521,131920.6208
1522,175217.2939
1523,109503.7648
1524,122159.9174
1525,118694.1203
1526,98252.81163
1527,104916.7188
1528,137069.2722
1529,156737.7966
1530,181901.6423
1531,133717.1282
1532,98227.36723
1533,153897.2795
1534,120607.3849
1535,144925.0955
1536,102988.9175
1537,78381.2912
1538,162368.7599
1539,169971.9999
1540,120726.5856
1541,136883.2054
1542,142023.9929
1543,179271.4672
1544,106219.732
1545,126839.3447
1546,138198.5097
1547,138826.1301
1548,135199.7017
1549,122657.2292
1550,134109.8071
1551,102397.6559
1552,140692.8619
1553,143153.5376
1554,118090.3908
1555,172469.9213
1556,124174.4335
1557,133325.6838
1558,109097.8488
1559,144535.5507
1560,144557.2344
1561,153416.8446
1562,130811.4537
1563,114147.3967
1564,155831.2359
1565,157171.4352
1566,225549.0134
1567,77862.34946
1568,233980.5221
1569,150208.7752
1570,133581.1948
1571,130440.0203
1572,147087.13
1573,194787.668
1574,118355.7274
1575,205098.9619
1576,240812.358
1577,180971.2298
1578,145738.4247
1579,165230.9787
1580,200261.6973
1581,163222.3709
1582,123160.8213
1583,302421.3311
1584,227120.8616
1585,140385.4213
1586,117023.5979
1587,135431.14
1588,166270.8751
1589,101482.4461
1590,123229.3226
1591,109607.5735
1592,119434.1475
1593,122125.047
1594,167768.0416
1595,106434.1025
1596,225064.8786
1597,197133.9526
1598,209991.7544
1599,152338.0448
1600,151620.0059
1601,134557.2126
1602,129342.5301
1603,110600.6758
1604,281206.2105
1605,238509.3836
1606,169741.7494
1607,162631.7396
1608,205142.38
1609,178626.6023
1610,163017.0947
1611,142827.5804
1612,179355.4054
1613,167673.0267
1614,137315.0134
1615,87914.33029
1616,75182.8255
1617,87810.11646
1618,131863.2751
1619,157188.3024
1620,158404.4009
1621,139904.7236
1622,150667.0879
1623,234753.4545
1624,218645.6579
1625,115209.9577
1626,169891.9097
1627,197801.8685
1628,290732.3553
1629,178219.0962
1630,323435.4841
1631,247556.9353
1632,250105.7992
1633,167356.5804
1634,191243.0445
1635,170966.5806
1636,151261.7054
1637,191107.2523
1638,203413.6639
1639,195921.1773
1640,253536.1951
1641,188579.8653
1642,248536.0579
1643,222052.4499
1644,241453.5197
1645,202876.7939
1646,163774.4026
1647,157693.5909
1648,124270.3125
1649,130942.7197
1650,113640.8605
1651,115652.5388
1652,98740.22949
1653,112846.2178
1654,155541.8412
1655,157327.5578
1656,153480.1612
1657,154778.9155
1658,154371.4056
1659,148990.3985
1660,154094.9078
1661,360642.5284
1662,378534.9294
1663,372481.2899
1664,170475.2108
1665,300306.3649
1666,264861.38
1667,267340.0569
1668,230886.251
1669,288151.5697
1670,345084.5807
1671,285144.8435
1672,400947.3889
1673,297326.2511
1674,242662.4988
1675,195645.8775
1676,203463.3956
1677,215094.7356
1678,398159.0884
1679,401597.7836
1680,345059.7998
1681,244260.0932
1682,340614.4897
1683,188270.1992
1684,168779.1529
1685,164994.8286
1686,164841.9653
1687,160459.2852
1688,193934.6121
1689,188201.5617
1690,193281.8209
1691,179174.9669
1692,262344.1252
1693,168139.8452
1694,180121.376
1695,163409.8019
1696,227654.8709
1697,168997.5839
1698,347072.4155
1699,249725.6515
1700,273770.5693
1701,266810.4404
1702,238589.602
1703,237538.2983
1704,286697.61
1705,244949.6863
1706,201359.8095
1707,226999.3058
1708,206951.0332
1709,256873.2872
1710,220380.0765
1711,258594.0525
1712,263688.9011
1713,274551.1742
1714,216848.3372
1715,211996.7019
1716,174689.3025
1717,167610.472
1718,127567.4048
1719,226847.1513
1720,217814.7124
1721,148978.9745
1722,127741.2024
1723,152008.0754
1724,201074.4611
1725,233820.2339
1726,196619.9273
1727,166316.0762
1728,169654.4652
1729,165408.7965
1730,135396.3619
1731,124907.4669
1732,128698.1246
1733,109538.4526
1734,140517.7562
1735,124354.2329
1736,121809.9049
1737,218453.2752
1738,244349.1418
1739,220456.1576
1740,229016.1481
1741,190471.8044
1742,175574.018
1743,175032.5114
1744,240947.1418
1745,216787.5306
1746,179521.7491
1747,221053.1054
1748,225564.9298
1749,157344.0337
1750,129135.4696
1751,232346.1958
1752,114699.2226
1753,151711.0133
1754,199245.73
1755,167537.3578
1756,156674.0488
1757,121342.6069
1758,142807.2549
1759,151674.6151
1760,167134.8999
1761,143214.5404
1762,184221.639
1763,183572.01
1764,110229.2811
1765,156542.3424
1766,190671.5624
1767,210632.8137
1768,143927.4501
1769,158484.7059
1770,160955.9604
1771,137341.5087
1772,133654.3803
1773,137440.0996
1774,135443.2494
1775,141398.0998
1776,138324.4716
1777,109255.4932
1778,140086.7348
1779,135797.9412
1780,163213.2879
1781,123351.5063
1782,89147.56656
1783,146437.327
1784,107829.9176
1785,118114.9782
1786,158973.3146
1787,168597.5536
1788,101715.6158
1789,83890.86941
1790,76524.50469
1791,188371.6507
1792,156955.6043
1793,129198.4009
1794,153333.1786
1795,130279.0986
1796,168324.4701
1797,119449.5409
1798,130590.463
1799,118033.8374
1800,134970.2866
1801,126848.259
1802,131082.1335
1803,146784.6413
1804,130563.1313
1805,129796.8998
1806,113504.4335
1807,132077.6276
1808,119480.3499
1809,115979.4799
1810,137541.7442
1811,158101.6625
1812,88398.78065
1813,120060.2457
1814,137154.9594
1815,68308.18157
1816,111893.0223
1817,108812.5529
1818,164045.3655
1819,132365.5599
1820,76805.81346
1821,153780.1137
1822,155208.0544
1823,117920.3406
1824,136211.3959
1825,137337.0805
1826,125324.5492
1827,98258.57047
1828,142499.093
1829,136993.7249
1830,131735.3902
1831,135032.8688
1832,166354.7824
1833,143206.7466
1834,132010.9457
1835,156508.1522
1836,125418.7992
1837,122617.1822
1838,127050.8898
1839,124752.981
1840,168797.7864
1841,141508.4849
1842,155738.1751
1843,133289.4732
1844,150746.822
1845,149074.5293
1846,154393.5756
1847,174847.8283
1848,80827.51133
1849,125131.9683
1850,119084.4055
1851,152309.8928
1852,139620.016
1853,134130.4972
1854,163234.2779
1855,166022.112
1856,227616.6589
1857,151585.5056
1858,141954.8056
1859,124572.6146
1860,152500.2881
1861,124260.1746
1862,264170.2763
1863,248462.0111
1864,248477.5515
1865,368194.4494
1866,334346.1601
1867,223169.1023
1868,296328.0806
1869,208505.7364
1870,224713.4725
1871,263337.3221
1872,168555.3445
1873,244097.5796
1874,150959.7593
1875,209330.9706
1876,208665.323
1877,214801.1701
1878,192652.9781
1879,130257.6144
1880,135881.6884
1881,263277.3723
1882,252175.309
1883,189846.5835
1884,204405.9535
1885,223508.4931
1886,284020.2941
1887,219007.9237
1888,269950.7006
1889,175455.5562
1890,126150.3028
1891,167769.7132
1892,108286.0003
1893,134588.9874
1894,125122.2851
1895,130456.1177
1896,120236.3981
1897,137283.8995
1898,123648.683
1899,182381.9985
1900,174949.7073
1901,180885.5291
1902,170137.1069
1903,187533.9168
1904,166166.9523
1905,200152.3559
1906,164325.9856
1907,196447.341
1908,141437.791
1909,139725.3784
1910,138962.2201
1911,222523.2895
1912,267956.0013
1913,159874.8927
1914,134746.0516
1915,321402.5625
1916,114187.2691
1917,230173.1326
1918,138704.8019
1919,173933.1609
1920,160514.5185
1921,338421.2169
1922,304541.8909
1923,227455.2517
1924,224088.8164
1925,197993.844
1926,347890.2984
1927,129542.2417
1928,159807.0804
1929,129341.7977
1930,146796.6865
1931,140971.6321
1932,130967.749
1933,189584.43
1934,185062.1012
1935,176123.0648
1936,205112.6719
1937,187000.5546
1938,167015.3381
1939,236455.9335
1940,191875.0171
1941,174160.6298
1942,201705.7261
1943,211322.4085
1944,356308.3551
1945,384692.1472
1946,159953.7794
1947,190668.621
1948,177523.164
1949,236088.1638
1950,184711.3958
1951,247279.4409
1952,208422.9003
1953,184090.8706
1954,181433.816
1955,137956.069
1956,178266.6861
1957,157623.0092
1958,230524.8089
1959,140608.698
1960,113070.426
1961,125291.5061
1962,103925.5937
1963,109488.924
1964,110467.743
1965,157376.4393
1966,152720.5176
1967,331473.2778
1968,371645.3624
1969,388941.6771
1970,424678.5502
1971,353498.826
1972,366665.1942
1973,283493.1842
1974,329251.3953
1975,370774.1935
1976,280563.7391
1977,352560.3437
1978,368177.1543
1979,338038.1574
1980,210838.7915
1981,359338.9341
1982,227304.2799
1983,206260.5431
1984,164157.8519
1985,251871.7812
1986,220193.0833
1987,180075.6721
1988,170782.9036
1989,193481.3946
1990,213722.046
1991,236110.4384
1992,222589.103
1993,159956.5572
1994,208856.3119
1995,188625.4798
1996,211321.7238
1997,290173.0338
1998,323631.1293
1999,287573.373
2000,306505.9751
2001,197773.0941
2002,241944.5803
2003,268425.9201
2004,305120.6553
2005,225633.1146
2006,220682.3945
2007,243831.7851
2008,226057.2065
2009,210072.9206
2010,181857.3338
2011,141626.6767
2012,166461.6525
2013,175653.608
2014,181996.8387
2015,217684.1548
2016,194417.2017
2017,191029.7043
2018,140854.9835
2019,126736.0908
2020,115665.114
2021,106462.6894
2022,184344.1944
2023,147694.0044
2024,270615.2653
2025,351353.4365
2026,173677.8651
2027,162064.816
2028,152558.0625
2029,167982.6697
2030,248715.5739
2031,223435.6243
2032,236884.7236
2033,238434.1137
2034,166846.6786
2035,233700.7075
2036,189953.4944
2037,176975.1052
2038,232390.6
2039,234980.2302
2040,192015.2092
2041,243612.1505
2042,216481.0925
2043,180112.528
2044,166601.4651
2045,202428.6764
2046,145827.528
2047,140946.7236
2048,139170.8135
2049,136588.7659
2050,177520.6706
2051,98913.98311
2052,110299.1043
2053,140869.2664
2054,145749.276
2055,131125.6887
2056,139901.1576
2057,103187.4151
2058,215776.4005
2059,130962.8999
2060,176562.0777
2061,167923.2922
2062,123662.1052
2063,109060.9706
2064,138690.2745
2065,149567.8727
2066,168013.5407
2067,100718.2847
2068,136782.9478
2069,87910.1745
2070,107357.8365
2071,123195.7011
2072,140842.4601
2073,130306.0219
2074,181613.7537
2075,136085.9729
