Id,SalePrice
1461,113486.6199
1462,160907.859
1463,189088.8908
1464,195808.0661
1465,201694.5961
1466,171824.7957
1467,179787.4099
1468,159519.1578
1469,203936.9972
1470,114900.1627
1471,164189.3625
1472,96026.97364
1473,94518.60901
1474,144479.4385
1475,107792.0057
1476,376632.1754
1477,258309.0132
1478,310031.4696
1479,303495.1219
1480,478278.1991
1481,311009.0741
1482,204540.1613
1483,177550.1589
1484,160541.5982
1485,177957.7718
1486,189435.6117
1487,333227.3851
1488,224525.1596
1489,204177.8387
1490,258670.124
1491,199320.1109
1492,102368.679
1493,196629.3508
1494,311104.5018
1495,288727.4475
1496,246815.2686
1497,175948.4871
1498,170397.469
1499,162301.7103
1500,147368.4763
1501,194722.916
1502,132142.4457
1503,365518.9302
1504,232661.0585
1505,225431.269
1506,188111.8923
1507,259963.0945
1508,195338.2736
1509,153390.8774
1510,141675.9827
1511,157311.8984
1512,180245.4632
1513,151784.3585
1514,165751.3484
1515,215418.0181
1516,157367.7918
1517,183376.0999
1518,122817.941
1519,217908.2284
1520,127350.6085
1521,135697.3573
1522,186636.8516
1523,113441.784
1524,126419.3547
1525,120473.7503
1526,109485.3185
1527,107465.2035
1528,132680.3251
1529,156351.5618
1530,201972.6999
1531,121618.8835
1532,86971.63578
1533,158202.5575
1534,128226.7263
1535,152762.1144
1536,92598.84467
1537,52908.16366
1538,151173.6207
1539,209177.3449
1540,129609.3686
1541,138550.3446
1542,164180.5771
1543,188106.5907
1544,73204.89265
1545,118072.6058
1546,132725.729
1547,134252.2325
1548,148234.5212
1549,123632.5609
1550,142258.2436
1551,106146.2554
1552,160943.0007
1553,148350.1706
1554,119719.7194
1555,161982.8604
1556,54939.41187
1557,125901.3182
1558,102282.794
1559,55586.50303
1560,121159.9214
1561,145037.4638
1562,128470.2943
1563,129715.3995
1564,157997.7665
1565,154421.1943
1566,226610.635
1567,73988.99082
1568,222211.2634
1569,131968.7066
1570,129750.5411
1571,89373.84051
1572,151643.7918
1573,267380.4071
1574,139343.304
1575,229084.4863
1576,222176.7276
1577,180853.1715
1578,157244.0386
1579,148553.1439
1580,190169.6482
1581,152200.6053
1582,132613.0712
1583,279563.6552
1584,220975.8525
1585,133949.363
1586,64575.49587
1587,109495.1642
1588,156846.5744
1589,105321.6383
1590,128559.0573
1591,87774.28934
1592,131799.8146
1593,125063.523
1594,3.74E+16
1595,116575.4502
1596,226816.0319
1597,209119.7853
1598,210990.624
1599,184509.1153
1600,164201.4803
1601,54231.12577
1602,123152.9985
1603,65414.65435
1604,274311.1897
1605,224711.4709
1606,155792.0218
1607,159211.3654
1608,197121.3339
1609,187849.6931
1610,150614.9896
1611,125747.7249
1612,187368.313
1613,166599.8982
1614,130624.8413
1615,90404.00599
1616,67194.60944
1617,84711.36092
1618,132251.3546
1619,140886.8102
1620,183983.2023
1621,131444.6112
1622,147223.0626
1623,253357.6753
1624,205028.2062
1625,116731.1641
1626,167005.239
1627,192183.3256
1628,276306.6903
1629,175934.2487
1630,368835.5753
1631,253482.1858
1632,247402.0737
1633,171889.626
1634,183571.6511
1635,169549.3736
1636,145424.6279
1637,198099.2413
1638,170418.5237
1639,181225.3398
1640,236214.6068
1641,184428.9863
1642,256075.7005
1643,210927.157
1644,237900.043
1645,212214.6745
1646,154532.0723
1647,156440.0218
1648,125104.7235
1649,127618.4121
1650,117821.1612
1651,114480.5835
1652,96726.17139
1653,92078.68759
1654,142671.461
1655,124208.4599
1656,142296.4905
1657,153769.2561
1658,145932.9701
1659,124920.3813
1660,147502.5296
1661,432299.737
1662,390441.0279
1663,389129.2748
1664,518032.4986
1665,334131.9797
1666,324934.5605
1667,379124.2034
1668,362522.8012
1669,321430.0893
1670,364174.7619
1671,270603.1392
1672,407808.2759
1673,290268.5302
1674,245451.4089
1675,205987.9369
1676,208711.4151
1677,218124.5313
1678,478162.474
1679,390132.6296
1680,343184.1367
1681,281652.1601
1682,320882.9701
1683,191752.2344
1684,165303.2923
1685,172103.5054
1686,163087.5504
1687,163584.9866
1688,180660.4983
1689,185907.5108
1690,188308.3523
1691,175753.5418
1692,254088.3793
1693,164354.0132
1694,181339.3987
1695,166838.0132
1696,252045.6192
1697,174986.0299
1698,337069.0344
1699,326368.0977
1700,274774.9989
1701,280123.1952
1702,232547.151
1703,226700.3068
1704,271065.4337
1705,245289.7876
1706,199174.6971
1707,233459.3193
1708,201308.3409
1709,246858.2869
1710,220730.1638
1711,268191.0888
1712,254101.103
1713,283190.5163
1714,227158.966
1715,207180.1781
1716,183074.6693
1717,168898.9501
1718,144892.6559
1719,223379.4205
1720,250740.2279
1721,145641.8396
1722,110236.9257
1723,149121.4693
1724,214000.84
1725,241126.8648
1726,183702.2205
1727,158826.0189
1728,151617.6628
1729,171057.8897
1730,163679.8085
1731,107549.498
1732,132172.2858
1733,117701.8008
1734,121391.6745
1735,91503.69742
1736,95840.0564
1737,280739.6888
1738,276438.623
1739,250359.7286
1740,221060.0713
1741,192866.7702
1742,178119.6961
1743,168031.9206
1744,369016.1307
1745,221319.3924
1746,204988.2174
1747,213737.5805
1748,222903.1905
1749,137508.6672
1750,135971.8258
1751,225059.5551
1752,114682.648
1753,155974.0919
1754,194595.9819
1755,172221.0482
1756,140002.21
1757,119623.0799
1758,143361.2674
1759,161260.4874
1760,155230.3612
1761,153480.2462
1762,189790.0577
1763,173726.9893
1764,113934.676
1765,184761.1658
1766,192329.9511
1767,225531.5438
1768,139779.2422
1769,159991.9039
1770,148510.7316
1771,124495.955
1772,133722.7599
1773,106791.5289
1774,154181.2617
1775,141329.4133
1776,124172.8638
1777,110355.3773
1778,147656.4259
1779,128308.8245
1780,160037.4972
1781,125901.3182
1782,77568.66818
1783,137927.6406
1784,98990.08159
1785,143413.2226
1786,125881.6268
1787,155757.789
1788,47983.0305
1789,102114.5079
1790,66313.79599
1791,197034.0857
1792,167270.7706
1793,124149.0826
1794,160766.6865
1795,135641.0095
1796,140576.5943
1797,118418.5694
1798,125847.091
1799,101035.5682
1800,127934.3841
1801,127409.3799
1802,112345.425
1803,159445.2391
1804,120187.7699
1805,134139.6126
1806,124188.7684
1807,138538.0754
1808,119330.7377
1809,133102.9338
1810,136233.722
1811,167600.5265
1812,107266.2442
1813,142022.7036
1814,97142.5697
1815,41623.60283
1816,106807.6986
1817,108086.0141
1818,173431.0117
1819,142300.0501
1820,27134.67598
1821,103397.1783
1822,146488.8747
1823,29305.99853
1824,131777.8511
1825,152613.8227
1826,99770.48761
1827,108205.0716
1828,142005.8902
1829,120687.9326
1830,148057.5254
1831,159709.4074
1832,24176.52876
1833,148759.1467
1834,114761.4137
1835,120750.0364
1836,138440.8299
1837,80272.90937
1838,119423.5904
1839,110354.0898
1840,148465.8957
1841,133925.1273
1842,65724.71886
1843,136641.0319
1844,146173.8116
1845,147967.8536
1846,148785.503
1847,167511.4606
1848,38240.6127
1849,96712.23591
1850,115336.3282
1851,146468.5773
1852,107037.6719
1853,120388.3197
1854,167552.6612
1855,151315.0962
1856,216088.436
1857,118960.2356
1858,150259.3318
1859,111905.8514
1860,137568.3475
1861,110777.6831
1862,298019.0827
1863,287101.5401
1864,287127.5934
1865,366744.6468
1866,344918.9529
1867,211596.969
1868,289130.6677
1869,207708.0603
1870,216966.0685
1871,257395.3302
1872,173188.0496
1873,241517.3613
1874,142718.4175
1875,192837.9904
1876,202353.5021
1877,208467.2412
1878,191776.47
1879,141415.1468
1880,131419.7697
1881,243221.7315
1882,233874.6573
1883,186532.184
1884,203049.3675
1885,233340.2618
1886,288257.5793
1887,217988.206
1888,256813.6752
1889,167018.8716
1890,89771.91063
1891,95746.74924
1892,103516.0843
1893,129868.0839
1894,114782.014
1895,138420.7598
1896,124826.1653
1897,115867.1641
1898,100821.9918
1899,166222.4284
1900,155464.5379
1901,197536.066
1902,180993.7381
1903,215242.3098
1904,165799.2138
1905,200749.4068
1906,165332.981
1907,230899.1286
1908,114209.4474
1909,126827.422
1910,120545.5483
1911,231741.6195
1912,332803.6403
1913,158732.1059
1914,43454.30125
1915,352544.389
1916,81273.38622
1917,223057.3896
1918,135263.5397
1919,155164.0162
1920,164981.5644
1921,388308.2931
1922,342437.528
1923,232812.5311
1924,227902.9996
1925,205694.6858
1926,384971.0477
1927,123975.4949
1928,164614.6977
1929,122673.739
1930,122068.1514
1931,129574.227
1932,124702.8666
1933,198241.1712
1934,188876.5262
1935,165217.5588
1936,211750.8652
1937,174270.4731
1938,165503.2362
1939,275972.0872
1940,199584.5821
1941,169579.9711
1942,164261.9179
1943,233728.7892
1944,383437.5386
1945,418670.6825
1946,143052.2632
1947,125425.6941
1948,179532.33
1949,239990.214
1950,186982.3607
1951,245995.4986
1952,200821.5078
1953,168659.6233
1954,184329.1658
1955,133737.6042
1956,282559.7842
1957,160782.4397
1958,253595.4873
1959,136650.4232
1960,95800.97645
1961,124759.2144
1962,94144.16862
1963,107388.0282
1964,106947.2428
1965,130133.7669
1966,143253.8733
1967,312366.8749
1968,418774.2898
1969,399551.1989
1970,404990.7332
1971,445715.8209
1972,370205.7968
1973,292308.5638
1974,342399.3569
1975,499512.8467
1976,278556.665
1977,367173.9203
1978,343777.1521
1979,322807.8845
1980,207700.1837
1981,359467.9008
1982,215928.4809
1983,198522.153
1984,174364.0832
1985,228779.1174
1986,204614.3829
1987,211844.1724
1988,169372.1506
1989,186801.1994
1990,205575.9313
1991,232824.043
1992,226945.0866
1993,163665.2671
1994,232800.1104
1995,182237.0256
1996,282041.7477
1997,314776.8047
1998,328638.3697
1999,307288.2999
2000,322844.8439
2001,288782.1291
2002,245290.8479
2003,238967.7737
2004,280986.5893
2005,233716.8228
2006,220131.5439
2007,242824.2673
2008,233494.7639
2009,209335.4067
2010,192440.8291
2011,121961.969
2012,177771.4604
2013,180021.1322
2014,183702.069
2015,215888.7951
2016,194641.4237
2017,197225.2442
2018,97444.45469
2019,133093.8454
2020,79748.20812
2021,96541.07181
2022,221063.4037
2023,154808.0555
2024,289968.0085
2025,357926.5151
2026,165532.319
2027,150686.0303
2028,158585.1774
2029,175902.4394
2030,261390.8757
2031,230130.2535
2032,257538.9262
2033,251330.9712
2034,175671.2922
2035,238861.1369
2036,193442.2148
2037,211600.6044
2038,324679.7835
2039,230625.872
2040,317594.196
2041,322037.7976
2042,216040.8736
2043,176307.1744
2044,170956.8575
2045,201394.3773
2046,152482.3444
2047,140897.7163
2048,136675.2647
2049,136704.9534
2050,162526.7987
2051,95468.94841
2052,109787.9608
2053,139412.9814
2054,77285.11138
2055,169837.929
2056,129241.2901
2057,92253.48703
2058,210343.3814
2059,118952.6619
2060,178236.9359
2061,172131.3764
2062,124710.1373
2063,108580.5723
2064,134649.4695
2065,75777.20117
2066,169451.5223
2067,100765.9469
2068,155306.4005
2069,91307.54034
2070,112579.1473
2071,102502.5808
2072,137555.0179
2073,122507.1191
2074,180440.257
2075,171384.3133
2076,122013.9241
2077,160899.3766
2078,132784.8412
2079,128778.1625
2080,123142.2439
2081,130858.715
2082,138598.9674
2083,156560.4425
2084,106267.8879
2085,114245.6494
2086,110608.0337
2087,116543.338
2088,105227.1194
2089,74871.39473
2090,112243.6354
2091,106013.8683
2092,125432.9648
2093,150367.4833
2094,115465.7616
2095,171470.8042
2096,79693.82944
2097,90842.36783
2098,157516.0835
2099,35296.43883
2100,56641.35855
2101,112529.9187
2102,117877.5091
2103,102345.8824
2104,126484.1849
2105,135086.0137
2106,44214.99689
2107,193141.8445
2108,122364.3561
2109,117838.1262
2110,123815.5398
2111,144339.7807
2112,146719.1131
2113,119231.6745
2114,115234.0084
2115,173252.8799
2116,125366.7712
2117,157205.4888
2118,125858.9059
2119,119256.5161
2120,93016.60623
2121,3.74E+16
2122,121260.4235
2123,75614.97396
2124,170444.274
2125,123685.5763
2126,154576.3023
2127,162459.5448
2128,134567.9772
2129,84984.61758
2130,142293.8397
2131,121401.9746
2132,114674.1655
2133,130872.1961
2134,119614.5974
2135,99548.86419
2136,73698.99643
2137,111638.1992
